96-u9s6D16k,0.5903172061849506
s1qZbsytk08,0.07676181044234594
erFxR8DNu_Q,0.9868854880332947
M9a0XrkdBf4,0.7205628536175936
wQ8BIBpya2k,0.27070582827040085
LeJkB_Moejs,0.5637741315877065
vq2nnJ4g6N0,0.2807055507151728
fxYtAtIq8rY,0.3508107556651036
957fQCm5aDo,0.34214369648173687
BJ6kyj-st9k,0.29239623910182394
JkvSlappkJc,0.9636439681053162
P3vlxX1dH3k,0.17609381098107127
nJFnzPjEPdQ,-0.003079606757706687
X591qpFytM8,0.15849970336120642
UNAu-gNSqsM,0.4564031312317557
DkbQzMJ4tMk,0.1232783657389584
MWNqE4z2C34,0.05468169630815586
lDNj6GDc6jM,-0.26643668906763196
IbDfTLOYZM0,0.5051966983079911
S-zB-pgS0ks,0.02401239605076181
MZmNxvLDdV0,0.1832819919101894
PqDwddEHswU,0.27511973494728065
xLkk6MUrvrw,0.7256273560535156
g6-CKbx6FfI,0.006630128715187311
DooxDIRAkPA,0.4031531005072635
Pjg3p6DFmlc,0.11955468935359802
oV4v1DnT4cA,0.2489103941130452
hYiaXe7kQS0,0.5365448612719774
ad79nYk2keg,0.26176352547662984
q6j6FWr07Io,0.6570428095531978
kmeaG_BQZ7M,0.26402736638489177
JDFYAXsLCW0,0.9209349751472473
0j1VcoAld0I,0.9748766422271729
QizsAE4fBpQ,0.4906211821300011
kheY3VXmbhQ,0.40322492315777037
QVg37-m4Ia4,0.5759202241897583
e7CiS7EBHiA,0.5013474376561741
ixfAdv9sL30,0.21016892501916518
pRC4M5Na3jM,0.019387129771833617
yivMSWmzMDg,0.010483351728568475
Bi7f1JSSlh8,0.04992156006642206
DbNejXrDz9U,0.40553626407481325
oayT6OhEa1E,0.006432577036321163
qFM1dXFAtJ8,0.25895581553499636
kaMgO8zLOow,0.48999539157375693
DAFljjxmyZw,0.6996122836200914
LK5j3pp0Too,0.2257894099233968
Z27llwBA0Uw,0.5829362211685664
aC-EfNvuznc,0.015371010405942798
JImT4CsITao,0.22490926672563175
BK07WUEMvPk,0.5516383784081511
VQ4gsqYBv1s,0.2276441584281515
rv6hECykco0,0.3402146447915584
dMVLd5URpvs,0.4143069245453392
W94XoWC-MT8,0.18879495709038832
xwrFHpI0ZvY,0.8258410692214966
jnnj6Fd2ym0,0.19115716699320182
n98pVZNIkBw,0.7221533954143524
NWONeJKn6kc,0.28671663484820165
MJBM4kJ5y6A,0.014214743860065937
zFO8_dLo8Oo,0.33954229575299105
ol6xaa8jedw,0.4457158981622183
eUMCDUXsgQ4,0.37898303461261096
1QPr59OUZ5I,0.6613778488503562
x20Kk6G0QkU,0.41492803397983924
TUCnsS72Q9s,0.16453107367857137
Wab5f3bKR24,0.770306184399248
B8LT-2JhrRE,0.28212595036876087
FTmbK84ameQ,-0.22954290686175227
-qT8fJTP3Ks,0.8767894650035497
r31jnE7pR-g,0.5097397500328206
vqLEggSF_Ks,0.012737497687339783
ilLDSQwzEuM,0.2144292484855675
lw616xy2IrE,0.12075481439630191
iSTlKTRPVCk,0.3892968749186421
7eveKBGUAfk,0.15915727543934072
LcWFedjaR4Q,0.4097399595704716
YwE6DINJsgY,0.5986969815567136
VOaoabf3LPM,0.6630954174315703
qtlUwwtvuEg,0.631926287662089
-5zUVOl_Km0,0.40078329442985705
